Strike Price,expiryDate,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue,date,Time
12000,31-Dec-2026,13.666666666666666,0.0,0.0,0,0.0,20.05,0.0,0.0,1350,0,750,0.15,0,0.0,23519.35,2025-03-31,09-19-07
13000,24-Dec-2025,50.0,0.0,0.0,0,0.0,0.1,0.0,0.0,2700,0,1800,1.05,0,0.0,23519.35,2025-03-31,09-19-07
13000,31-Dec-2026,27.0,0.0,0.0,0,0.0,20.05,0.0,0.0,4950,0,1800,3.45,0,0.0,23519.35,2025-03-31,09-19-07
14000,26-Jun-2025,123.66666666666667,0.0,0.0,0,0.0,5.55,0.0,0.0,68775,2175,600,4.1,750,7.85,23519.35,2025-03-31,09-19-07
14000,25-Jun-2026,14.333333333333334,0.0,0.0,0,0.0,20.05,0.0,0.0,450,0,450,20.05,0,0.0,23519.35,2025-03-31,09-19-07
14000,31-Dec-2026,20.666666666666668,0.0,0.0,0,0.0,20.2,0.0,0.0,1200,0,600,20.1,0,0.0,23519.35,2025-03-31,09-19-07
15000,26-Jun-2025,92.0,0.0,0.0,0,0.0,9.1,0.0,0.0,40200,9525,75,3.5,375,6.8,23519.35,2025-03-31,09-19-07
15000,24-Dec-2025,25.333333333333332,0.0,0.0,0,0.0,20.05,0.0,0.0,4875,0,1800,5.05,0,0.0,23519.35,2025-03-31,09-19-07
15000,25-Jun-2026,13.333333333333334,0.0,0.0,0,0.0,20.2,0.0,0.0,450,0,450,20.1,0,0.0,23519.35,2025-03-31,09-19-07
15000,31-Dec-2026,18.666666666666668,0.0,0.0,0,0.0,25.05,0.0,0.0,900,0,600,20.55,0,0.0,23519.35,2025-03-31,09-19-07
15000,30-Dec-2027,6.333333333333333,0.0,0.0,0,0.0,43.05,0.0,0.0,525,0,300,22.4,0,0.0,23519.35,2025-03-31,09-19-07
16000,26-Jun-2025,574.0,1.0,0.17452006980802792,26,32.19,5.0,0.4500000000000002,9.890109890109894,73200,11325,150,5.4,525,5.65,23519.35,2025-03-31,09-19-07
16000,24-Dec-2025,30.333333333333332,0.0,0.0,0,0.0,36.0,0.0,0.0,4500,0,450,12.6,0,0.0,23519.35,2025-03-31,09-19-07
16000,25-Jun-2026,20.333333333333332,0.0,0.0,0,0.0,21.55,0.0,0.0,600,0,300,20.65,0,0.0,23519.35,2025-03-31,09-19-07
16000,31-Dec-2026,32.333333333333336,0.0,0.0,0,0.0,23.3,0.0,0.0,1575,0,1050,22.2,0,0.0,23519.35,2025-03-31,09-19-07
16500,24-Dec-2025,36.666666666666664,0.0,0.0,0,0.0,20.3,0.0,0.0,2625,0,2175,20.1,0,0.0,23519.35,2025-03-31,09-19-07
17000,26-Jun-2025,765.0,-21.0,-2.6717557251908395,326,28.83,6.8,0.7999999999999998,13.33333333333333,94800,9300,525,6.8,300,7.2,23519.35,2025-03-31,09-19-07
17000,25-Sep-2025,6.0,0.0,0.0,0,0.0,18.0,0.0,0.0,7425,0,150,4.95,0,0.0,23519.35,2025-03-31,09-19-07
17000,24-Dec-2025,50.0,0.0,0.0,0,0.0,39.05,0.0,0.0,5250,0,3450,20.3,0,0.0,23519.35,2025-03-31,09-19-07
17000,25-Jun-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,750,0,300,22.7,0,0.0,23519.35,2025-03-31,09-19-07
17000,31-Dec-2026,38.0,0.0,0.0,0,0.0,97.05,0.0,0.0,1425,0,1350,26.9,0,0.0,23519.35,2025-03-31,09-19-07
17000,24-Jun-2027,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,450,0,300,31.2,0,0.0,23519.35,2025-03-31,09-19-07
17000,30-Dec-2027,189.33333333333334,0.0,0.0,0,0.0,180.6,0.0,0.0,900,0,600,35.4,0,0.0,23519.35,2025-03-31,09-19-07
17000,29-Jun-2028,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,38.8,0,0.0,23519.35,2025-03-31,09-19-07
17000,28-Dec-2028,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,41.45,0,0.0,23519.35,2025-03-31,09-19-07
17000,28-Jun-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,43.45,0,0.0,23519.35,2025-03-31,09-19-07
17000,27-Dec-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,44.7,0,0.0,23519.35,2025-03-31,09-19-07
18000,26-Jun-2025,3141.3333333333335,-9.0,-0.2856840545973971,573,27.23,15.0,-0.5500000000000007,-3.536977491961419,212775,27150,900,14.6,225,15.75,23519.35,2025-03-31,09-19-07
18000,25-Sep-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39600,0,1500,20.3,0,0.0,23519.35,2025-03-31,09-19-07
18000,24-Dec-2025,72.33333333333333,0.0,0.0,0,0.0,75.4,0.0,0.0,2400,75,2250,22.1,75,49.0,23519.35,2025-03-31,09-19-07
18000,25-Jun-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,750,0,300,29.4,0,0.0,23519.35,2025-03-31,09-19-07
18000,31-Dec-2026,69.0,0.0,0.0,0,0.0,76.1,0.0,0.0,1425,0,1350,38.55,0,0.0,23519.35,2025-03-31,09-19-07
18000,24-Jun-2027,0.3333333333333333,0.0,0.0,0,0.0,48.55,0.0,0.0,600,0,525,46.2,0,0.0,23519.35,2025-03-31,09-19-07
18000,30-Dec-2027,135.66666666666666,0.0,0.0,0,0.0,244.4,0.0,0.0,675,375,600,52.85,75,170.0,23519.35,2025-03-31,09-19-07
18000,29-Jun-2028,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,57.6,0,0.0,23519.35,2025-03-31,09-19-07
18000,28-Dec-2028,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,60.85,0,0.0,23519.35,2025-03-31,09-19-07
18000,28-Jun-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,62.85,0,0.0,23519.35,2025-03-31,09-19-07
18000,27-Dec-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,63.9,0,0.0,23519.35,2025-03-31,09-19-07
19000,26-Jun-2025,12178.0,-98.0,-0.7983056370153144,1431,24.54,24.4,1.3999999999999986,6.086956521739125,109050,6000,75,24.3,225,24.9,23519.35,2025-03-31,09-19-07
19000,25-Sep-2025,47.0,0.0,0.0,0,0.0,59.25,0.0,0.0,324975,150,1650,22.8,75,56.0,23519.35,2025-03-31,09-19-07
19000,24-Dec-2025,1188.3333333333333,55.0,4.852941176470588,312,21.17,91.0,-8.700000000000003,-8.726178535606822,13950,11775,300,91.0,75,92.0,23519.35,2025-03-31,09-19-07
19000,26-Mar-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,66.3,0,0.0,23519.35,2025-03-31,09-19-07
19000,25-Jun-2026,2.3333333333333335,0.0,0.0,0,0.0,160.05,0.0,0.0,975,0,525,46.9,0,0.0,23519.35,2025-03-31,09-19-07
19000,31-Dec-2026,22.0,0.0,0.0,0,0.0,256.0,0.0,0.0,1875,0,1725,63.5,0,0.0,23519.35,2025-03-31,09-19-07
19000,24-Jun-2027,7.0,0.0,0.0,0,0.0,201.05,0.0,0.0,525,0,450,77.25,0,0.0,23519.35,2025-03-31,09-19-07
19000,30-Dec-2027,7.0,0.0,0.0,0,0.0,299.95,0.0,0.0,975,0,750,89.55,0,0.0,23519.35,2025-03-31,09-19-07
19000,29-Jun-2028,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,525,0,450,97.1,0,0.0,23519.35,2025-03-31,09-19-07
19000,28-Dec-2028,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,450,0,300,101.25,0,0.0,23519.35,2025-03-31,09-19-07
19000,28-Jun-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,102.9,0,0.0,23519.35,2025-03-31,09-19-07
19000,27-Dec-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,102.8,0,0.0,23519.35,2025-03-31,09-19-07
20000,26-Jun-2025,18146.666666666668,829.0,4.78701903643678,4859,21.79,39.75,3.8999999999999986,10.878661087866103,88650,12225,75,39.75,225,40.9,23519.35,2025-03-31,09-19-07
20000,25-Sep-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6675,150,1650,34.45,150,158.35,23519.35,2025-03-31,09-19-07
20000,24-Dec-2025,5137.333333333333,69.0,1.361394278197961,1253,20.01,140.45,-5.800000000000011,-3.965811965811974,999300,20700,75,136.5,75,140.5,23519.35,2025-03-31,09-19-07
20000,26-Mar-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,144.35,0,0.0,23519.35,2025-03-31,09-19-07
20000,25-Jun-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27450,0,450,92.85,0,0.0,23519.35,2025-03-31,09-19-07
20000,31-Dec-2026,50.0,0.0,0.0,0,0.0,270.05,0.0,0.0,900,75,600,127.5,75,450.0,23519.35,2025-03-31,09-19-07
20000,24-Jun-2027,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,148.0,0,0.0,23519.35,2025-03-31,09-19-07
20000,30-Dec-2027,53.666666666666664,0.0,0.0,0,0.0,400.0,0.0,0.0,975,0,600,160.95,0,0.0,23519.35,2025-03-31,09-19-07
20000,29-Jun-2028,0.0,0.0,0.0,0,0.0,400.0,0.0,0.0,900,0,750,166.95,0,0.0,23519.35,2025-03-31,09-19-07
20000,28-Dec-2028,11.666666666666666,0.0,0.0,0,0.0,370.0,0.0,0.0,525,0,450,168.45,0,0.0,23519.35,2025-03-31,09-19-07
20000,28-Jun-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,166.7,0,0.0,23519.35,2025-03-31,09-19-07
20000,27-Dec-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,162.85,0,0.0,23519.35,2025-03-31,09-19-07
20350,03-Apr-2025,79682.0,39506.0,98.33233771405814,590192,39.08,0.55,-1.0999999999999999,-66.66666666666666,4292850,1159500,1542525,0.5,307500,0.55,23519.35,2025-03-31,09-19-07
20350,24-Apr-2025,3834.0,-34.0,-0.8790072388831437,2221,26.09,8.85,1.9499999999999993,28.260869565217376,34350,10575,2400,7.85,675,8.8,23519.35,2025-03-31,09-19-07
20350,29-May-2025,149.0,0.0,0.0,0,0.0,29.15,0.0,0.0,34200,0,375,20.65,0,0.0,23519.35,2025-03-31,09-19-07
20400,03-Apr-2025,32505.0,15029.0,85.99794003204394,240395,38.48,0.6,-1.0,-62.5,1648875,517950,118575,0.55,341025,0.6,23519.35,2025-03-31,09-19-07
20400,24-Apr-2025,3062.0,-220.0,-6.703229737964656,5218,25.45,8.1,0.1999999999999993,2.531645569620244,62250,12525,375,8.2,1650,9.95,23519.35,2025-03-31,09-19-07
20400,29-May-2025,85.0,8.0,10.38961038961039,162,21.51,27.7,2.1999999999999993,8.627450980392155,4425,1950,225,26.65,225,28.4,23519.35,2025-03-31,09-19-07
20450,03-Apr-2025,7954.0,5958.0,298.49699398797594,66233,37.88,0.55,-1.25,-69.44444444444444,1059675,189225,220725,0.55,79875,0.6,23519.35,2025-03-31,09-19-07
20450,24-Apr-2025,149.0,36.0,31.858407079646017,72,25.82,10.0,1.4000000000000004,16.279069767441865,30900,4350,900,8.5,375,10.45,23519.35,2025-03-31,09-19-07
20450,29-May-2025,13.0,0.0,0.0,0,0.0,21.65,0.0,0.0,39450,0,36975,20.9,0,0.0,23519.35,2025-03-31,09-19-07
20500,03-Apr-2025,23427.0,-1297.0,-5.245914900501537,175719,37.85,0.65,-1.25,-65.78947368421053,1132125,195750,116025,0.6,42600,0.65,23519.35,2025-03-31,09-19-07
20500,24-Apr-2025,26692.0,1521.0,6.0426681498549915,15432,25.45,10.0,0.40000000000000036,4.1666666666666705,104850,16875,825,9.35,375,10.45,23519.35,2025-03-31,09-19-07
20500,29-May-2025,9362.0,1697.0,22.1395955642531,7273,21.59,32.5,2.25,7.43801652892562,11100,28275,75,32.0,225,32.9,23519.35,2025-03-31,09-19-07
20550,03-Apr-2025,3221.0,1914.0,146.44223412394797,25239,36.97,0.6,-1.25,-67.56756756756756,517200,63975,26625,0.6,2025,0.7,23519.35,2025-03-31,09-19-07
20550,24-Apr-2025,104.0,71.0,215.15151515151516,84,25.02,9.85,-0.05000000000000071,-0.5050505050505122,32850,1425,600,8.9,825,11.45,23519.35,2025-03-31,09-19-07
20550,29-May-2025,13.0,0.0,0.0,0,0.0,22.15,0.0,0.0,39675,0,37125,21.2,0,0.0,23519.35,2025-03-31,09-19-07
20600,03-Apr-2025,2741.0,1803.0,192.21748400852877,32857,36.37,0.6,-1.2999999999999998,-68.42105263157893,448725,71625,64950,0.6,9000,0.65,23519.35,2025-03-31,09-19-07
20600,24-Apr-2025,478.0,107.0,28.840970350404312,2110,25.38,11.95,1.549999999999999,14.903846153846143,51000,9375,975,9.1,225,12.55,23519.35,2025-03-31,09-19-07
20600,29-May-2025,14.0,0.0,0.0,0,0.0,21.45,0.0,0.0,39600,0,37275,21.4,0,0.0,23519.35,2025-03-31,09-19-07
20650,03-Apr-2025,2812.0,2483.0,754.7112462006079,20175,35.77,0.6,-1.2999999999999998,-68.42105263157893,704175,96825,117450,0.6,32400,0.7,23519.35,2025-03-31,09-19-07
20650,09-Apr-2025,589.0,83.0,16.40316205533597,1055,29.35,2.3,-1.9500000000000002,-45.88235294117647,67350,58500,1950,2.3,1575,2.65,23519.35,2025-03-31,09-19-07
20650,17-Apr-2025,75.0,-27.0,-26.470588235294116,99,25.98,6.0,-2.25,-27.27272727272727,19050,4425,150,3.75,825,6.0,23519.35,2025-03-31,09-19-07
20650,24-Apr-2025,133.0,56.0,72.72727272727273,562,24.44,10.3,-0.3999999999999986,-3.738317757009333,30525,3075,600,9.2,75,11.5,23519.35,2025-03-31,09-19-07
20650,29-May-2025,13.0,0.0,0.0,0,0.0,23.35,0.0,0.0,37275,0,37275,21.6,0,0.0,23519.35,2025-03-31,09-19-07
20700,03-Apr-2025,4066.0,3403.0,513.2730015082956,32985,35.68,0.7,-1.3,-65.0,655650,77400,1125,0.7,2400,0.75,23519.35,2025-03-31,09-19-07
20700,09-Apr-2025,193.0,59.0,44.02985074626866,199,29.29,2.6,-1.65,-38.8235294117647,55800,7725,3150,2.5,3000,2.9,23519.35,2025-03-31,09-19-07
20700,17-Apr-2025,14.0,0.0,0.0,12,25.69,6.2,-0.20000000000000018,-3.1250000000000027,23625,825,150,4.4,450,6.0,23519.35,2025-03-31,09-19-07
20700,24-Apr-2025,871.0,415.0,91.00877192982456,7168,24.23,10.75,-0.4499999999999993,-4.017857142857137,75900,11625,900,9.75,900,12.6,23519.35,2025-03-31,09-19-07
20700,29-May-2025,1.0,0.0,0.0,0,0.0,21.9,0.0,0.0,37275,0,37275,21.85,0,0.0,23519.35,2025-03-31,09-19-07
20750,03-Apr-2025,1662.0,1463.0,735.1758793969849,19671,35.07,0.7,-1.3,-65.0,623025,95325,3150,0.7,28050,0.75,23519.35,2025-03-31,09-19-07
20750,09-Apr-2025,35.0,3.0,9.375,21,28.94,2.7,-1.3499999999999996,-33.33333333333333,47625,4950,1800,2.2,1500,4.0,23519.35,2025-03-31,09-19-07
20750,17-Apr-2025,3.0,0.0,0.0,0,0.0,7.45,0.0,0.0,18675,150,150,4.65,150,18.25,23519.35,2025-03-31,09-19-07
20750,24-Apr-2025,28.0,14.0,100.0,172,23.94,11.0,-1.4499999999999993,-11.646586345381522,24000,825,900,9.85,75,11.9,23519.35,2025-03-31,09-19-07
20750,29-May-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19050,0,18975,22.15,0,0.0,23519.35,2025-03-31,09-19-07
20800,03-Apr-2025,7447.0,6560.0,739.5715896279594,40594,35.51,0.95,-0.95,-50.0,474075,47325,225,0.85,1050,0.95,23519.35,2025-03-31,09-19-07
20800,09-Apr-2025,288.0,97.0,50.78534031413613,738,28.39,2.65,-1.65,-38.372093023255815,33075,11625,1800,2.6,75,3.15,23519.35,2025-03-31,09-19-07
20800,17-Apr-2025,11.0,0.0,0.0,0,0.0,6.05,0.0,0.0,17775,450,75,6.05,75,6.7,23519.35,2025-03-31,09-19-07
20800,24-Apr-2025,8377.0,-19.0,-0.22629823725583612,2606,23.8,11.7,-0.25,-2.0920502092050213,54150,3825,750,10.4,375,12.0,23519.35,2025-03-31,09-19-07
20800,29-May-2025,610.0,0.0,0.0,0,0.0,23.4,0.0,0.0,134325,0,23625,22.45,0,0.0,23519.35,2025-03-31,09-19-07
20850,03-Apr-2025,2189.0,2037.0,1340.1315789473683,27987,34.09,0.75,-1.2999999999999998,-63.41463414634146,611850,51150,13725,0.7,4500,1.85,23519.35,2025-03-31,09-19-07
20850,09-Apr-2025,21.0,0.0,0.0,0,0.0,4.4,0.0,0.0,35625,2325,900,2.2,1725,11.85,23519.35,2025-03-31,09-19-07
20850,17-Apr-2025,7.0,0.0,0.0,0,0.0,7.75,0.0,0.0,62250,225,150,5.35,75,7.75,23519.35,2025-03-31,09-19-07
20850,24-Apr-2025,128.0,76.0,146.15384615384616,99,23.31,11.35,-3.0500000000000007,-21.18055555555556,25125,225,150,9.55,225,13.95,23519.35,2025-03-31,09-19-07
20850,29-May-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19350,0,18975,22.85,0,0.0,23519.35,2025-03-31,09-19-07
20900,03-Apr-2025,11532.0,8773.0,317.97752808988764,50102,34.08,0.9,-1.4,-60.86956521739131,494400,39975,75,0.8,225,0.9,23519.35,2025-03-31,09-19-07
20900,09-Apr-2025,74.0,32.0,76.19047619047619,162,27.61,2.8,-1.2000000000000002,-30.000000000000004,38325,9975,1500,2.3,900,3.9,23519.35,2025-03-31,09-19-07
20900,17-Apr-2025,43.0,3.0,7.5,23,23.79,5.7,-1.2000000000000002,-17.39130434782609,24225,600,375,5.8,75,6.75,23519.35,2025-03-31,09-19-07
20900,24-Apr-2025,1181.0,-10.0,-0.8396305625524769,3120,23.18,12.15,0.09999999999999964,0.8298755186721962,48075,5325,1050,10.45,225,14.0,23519.35,2025-03-31,09-19-07
20900,29-May-2025,291.0,52.0,21.757322175732217,352,19.72,35.85,4.800000000000001,15.458937198067634,6075,3900,225,32.1,225,36.2,23519.35,2025-03-31,09-19-07
20950,03-Apr-2025,599.0,447.0,294.07894736842104,12930,32.87,0.8,-1.2499999999999998,-60.97560975609756,427800,52125,1050,0.8,300,1.7,23519.35,2025-03-31,09-19-07
20950,09-Apr-2025,84.0,68.0,425.0,96,27.18,2.85,-2.1,-42.42424242424242,38025,1725,1500,2.2,1725,19.15,23519.35,2025-03-31,09-19-07
20950,17-Apr-2025,33.0,0.0,0.0,0,0.0,10.65,0.0,0.0,24150,1350,150,5.15,300,7.65,23519.35,2025-03-31,09-19-07
20950,24-Apr-2025,34.0,0.0,0.0,0,0.0,14.35,0.09999999999999964,0.7017543859649098,28950,375,150,10.65,75,14.7,23519.35,2025-03-31,09-19-07
20950,29-May-2025,10.0,0.0,0.0,0,0.0,73.6,0.0,0.0,39900,0,150,24.9,0,0.0,23519.35,2025-03-31,09-19-07
21000,03-Apr-2025,56864.0,4142.0,7.856302871666477,176123,33.36,1.05,-1.2,-53.333333333333336,540075,80850,300,1.0,9375,1.15,23519.35,2025-03-31,09-19-07
21000,09-Apr-2025,1524.0,609.0,66.55737704918033,3653,26.47,2.65,-1.5500000000000003,-36.904761904761905,66375,36375,1800,2.8,1500,2.95,23519.35,2025-03-31,09-19-07
21000,17-Apr-2025,131.0,30.0,29.702970297029704,122,23.66,7.0,-0.40000000000000036,-5.40540540540541,27000,23850,525,7.0,150,7.25,23519.35,2025-03-31,09-19-07
21000,24-Apr-2025,43690.0,3105.0,7.65060983121843,21100,22.78,13.35,-1.0500000000000007,-7.291666666666671,100650,51075,75,13.3,1125,13.4,23519.35,2025-03-31,09-19-07
21000,29-May-2025,13890.0,1596.0,12.981942410932161,8492,19.8,42.15,5.899999999999999,16.275862068965512,30375,5025,150,40.25,225,41.9,23519.35,2025-03-31,09-19-07
21000,26-Jun-2025,19016.666666666668,2084.6666666666665,12.311993070320497,7228,19.06,66.9,3.750000000000007,5.938242280285047,44925,4875,75,66.5,225,68.0,23519.35,2025-03-31,09-19-07
21000,25-Sep-2025,1890.0,-5.0,-0.2638522427440633,254,18.19,134.0,-1.5,-1.107011070110701,19875,5325,75,132.0,75,134.95,23519.35,2025-03-31,09-19-07
21000,24-Dec-2025,4438.0,315.3333333333333,7.648771021992238,1194,18.74,209.35,-1.3000000000000114,-0.617137431758847,23700,15300,150,209.3,75,212.5,23519.35,2025-03-31,09-19-07
21000,26-Mar-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,300,125.05,0,0.0,23519.35,2025-03-31,09-19-07
21000,25-Jun-2026,14.0,0.0,0.0,0,0.0,323.8,0.0,0.0,750,0,375,200.1,0,0.0,23519.35,2025-03-31,09-19-07
