Datetime,Close,High,Low,Open,Volume,Sequence,Velocity,Acceleration,Acceleration_MA
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,
2025-05-13 03:47:00,24928.349609375,24961.69921875,24927.349609375,24961.69921875,0,3,,,
2025-05-13 03:48:00,24858.19921875,24926.349609375,24858.19921875,24926.349609375,0,4,-70.150390625,,
2025-05-13 03:49:00,24867.650390625,24867.650390625,24837.0,24856.849609375,0,5,9.451171875,79.6015625,79.6015625
2025-05-13 03:50:00,24846.05078125,24876.900390625,24835.94921875,24869.099609375,0,6,-21.599609375,-31.05078125,24.275390625
2025-05-13 03:51:00,24817.099609375,24848.19921875,24808.25,24848.19921875,0,7,-28.951171875,-7.3515625,13.733072916666666
2025-05-13 03:52:00,24805.099609375,24817.94921875,24791.900390625,24814.650390625,0,8,-12.0,16.951171875,14.53759765625
2025-05-13 03:53:00,24834.30078125,24835.5,24802.75,24806.05078125,0,9,29.201171875,41.201171875,19.8703125
2025-05-13 03:54:00,24783.19921875,24841.25,24780.75,24834.599609375,0,10,-51.1015625,-80.302734375,3.1748046875
2025-05-13 03:55:00,24806.099609375,24807.44921875,24777.25,24782.5,0,11,22.900390625,74.001953125,13.29296875
2025-05-13 03:56:00,24804.400390625,24821.44921875,24803.349609375,24805.69921875,0,12,-1.69921875,-24.599609375,8.556396484375
2025-05-13 03:57:00,24818.69921875,24818.69921875,24784.5,24802.099609375,0,13,14.298828125,15.998046875,9.383246527777779
2025-05-13 03:58:00,24796.0,24820.349609375,24796.0,24818.599609375,0,14,-22.69921875,-36.998046875,4.7451171875
2025-05-13 03:59:00,24768.599609375,24798.05078125,24754.599609375,24798.0,0,15,-27.400390625,-4.701171875,-3.68515625
2025-05-13 04:00:00,24747.30078125,24767.400390625,24738.650390625,24767.400390625,0,16,-21.298828125,6.1015625,0.030078125
2025-05-13 04:01:00,24696.650390625,24748.900390625,24690.69921875,24748.900390625,0,17,-50.650390625,-29.3515625,-2.169921875
2025-05-13 04:02:00,24687.349609375,24695.150390625,24676.849609375,24694.30078125,0,18,-9.30078125,41.349609375,0.269921875
2025-05-13 04:03:00,24721.349609375,24730.25,24681.349609375,24686.94921875,0,19,34.0,43.30078125,0.4798828125
2025-05-13 04:04:00,24742.05078125,24747.900390625,24712.150390625,24720.44921875,0,20,20.701171875,-13.298828125,7.1802734375
2025-05-13 04:05:00,24774.599609375,24776.0,24743.25,24743.25,0,21,32.548828125,11.84765625,0.96484375
2025-05-13 04:06:00,24794.150390625,24800.44921875,24773.0,24773.69921875,0,22,19.55078125,-12.998046875,2.125
2025-05-13 04:07:00,24814.400390625,24819.19921875,24793.80078125,24793.80078125,0,23,20.25,0.69921875,0.5951171875
2025-05-13 04:08:00,24841.349609375,24841.349609375,24814.19921875,24814.19921875,0,24,26.94921875,6.69921875,4.96484375
2025-05-13 04:09:00,24837.650390625,24846.599609375,24817.80078125,24843.80078125,0,25,-3.69921875,-30.6484375,2.3701171875
2025-05-13 04:10:00,24768.650390625,24838.30078125,24765.650390625,24834.69921875,0,26,-69.0,-65.30078125,-4.7701171875
2025-05-13 04:11:00,24776.849609375,24793.150390625,24763.650390625,24769.75,0,27,8.19921875,77.19921875,5.8849609375
2025-05-13 04:12:00,24757.849609375,24777.650390625,24743.94921875,24777.650390625,0,28,-19.0,-27.19921875,-0.969921875
2025-05-13 04:13:00,24767.55078125,24779.650390625,24754.0,24758.94921875,0,29,9.701171875,28.701171875,-2.4298828125
2025-05-13 04:14:00,24746.69921875,24771.849609375,24744.599609375,24766.650390625,0,30,-20.8515625,-30.552734375,-4.1552734375
2025-05-13 04:15:00,24753.5,24754.75,24730.94921875,24745.19921875,0,31,6.80078125,27.65234375,-2.5748046875
2025-05-13 04:16:00,24714.55078125,24754.0,24708.900390625,24753.349609375,0,32,-38.94921875,-45.75,-5.85
2025-05-13 04:17:00,24730.30078125,24736.099609375,24709.599609375,24715.400390625,0,33,15.75,54.69921875,-0.45
2025-05-13 04:18:00,24714.80078125,24731.5,24710.099609375,24730.80078125,0,34,-15.5,-31.25,-4.244921875
2025-05-13 04:19:00,24692.30078125,24719.0,24677.599609375,24715.900390625,0,35,-22.5,-7.0,-1.880078125
2025-05-13 04:20:00,24704.80078125,24716.44921875,24678.94921875,24692.55078125,0,36,12.5,35.0,8.15
2025-05-13 04:21:00,24701.25,24715.19921875,24695.900390625,24701.400390625,0,37,-3.55078125,-16.05078125,-1.175
2025-05-13 04:22:00,24728.25,24733.400390625,24693.5,24699.5,0,38,27.0,30.55078125,4.6
2025-05-13 04:23:00,24738.44921875,24739.099609375,24720.94921875,24727.19921875,0,39,10.19921875,-16.80078125,0.0498046875
2025-05-13 04:24:00,24738.19921875,24756.650390625,24738.19921875,24738.400390625,0,40,-0.25,-10.44921875,2.06015625
2025-05-13 04:25:00,24749.0,24750.900390625,24720.150390625,24738.900390625,0,41,10.80078125,11.05078125,0.4
2025-05-13 04:26:00,24742.55078125,24756.099609375,24735.25,24748.75,0,42,-6.44921875,-17.25,3.25
2025-05-13 04:27:00,24727.55078125,24747.25,24721.900390625,24742.30078125,0,43,-15.0,-8.55078125,-3.075
2025-05-13 04:28:00,24729.44921875,24747.30078125,24725.44921875,24727.25,0,44,1.8984375,16.8984375,1.73984375
2025-05-13 04:29:00,24711.599609375,24730.19921875,24711.25,24729.650390625,0,45,-17.849609375,-19.748046875,0.4650390625
2025-05-13 04:30:00,24732.55078125,24732.55078125,24707.30078125,24711.94921875,0,46,20.951171875,38.80078125,0.8451171875
2025-05-13 04:31:00,24694.0,24732.349609375,24691.849609375,24732.349609375,0,47,-38.55078125,-59.501953125,-3.5
2025-05-13 04:32:00,24709.69921875,24711.599609375,24694.80078125,24694.80078125,0,48,15.69921875,54.25,-1.130078125
2025-05-13 04:33:00,24707.19921875,24715.55078125,24697.75,24710.900390625,0,49,-2.5,-18.19921875,-1.269921875
2025-05-13 04:34:00,24685.30078125,24707.44921875,24681.150390625,24705.69921875,0,50,-21.8984375,-19.3984375,-2.16484375
2025-05-13 04:35:00,24711.150390625,24719.849609375,24685.25,24685.25,0,51,25.849609375,47.748046875,1.5048828125
2025-05-13 04:36:00,24726.75,24728.900390625,24705.94921875,24711.25,0,52,15.599609375,-10.25,2.2048828125
2025-05-13 04:37:00,24737.599609375,24744.80078125,24727.0,24727.0,0,53,10.849609375,-4.75,2.5849609375
2025-05-13 04:38:00,24754.5,24758.69921875,24738.05078125,24738.05078125,0,54,16.900390625,6.05078125,1.5001953125
2025-05-13 04:39:00,24775.599609375,24775.599609375,24744.599609375,24754.099609375,0,55,21.099609375,4.19921875,3.894921875
2025-05-13 04:40:00,24755.400390625,24789.44921875,24755.400390625,24776.19921875,0,56,-20.19921875,-41.298828125,-4.1150390625
2025-05-13 04:41:00,24743.30078125,24758.5,24742.94921875,24756.599609375,0,57,-12.099609375,8.099609375,2.6451171875
2025-05-13 04:42:00,24777.69921875,24779.0,24743.099609375,24743.099609375,0,58,34.3984375,46.498046875,1.869921875
2025-05-13 04:43:00,24762.400390625,24779.5,24761.849609375,24776.69921875,0,59,-15.298828125,-49.697265625,-1.2798828125
2025-05-13 04:44:00,24771.94921875,24786.05078125,24760.650390625,24762.44921875,0,60,9.548828125,24.84765625,3.1447265625
2025-05-13 04:45:00,24765.44921875,24773.900390625,24755.400390625,24770.849609375,0,61,-6.5,-16.048828125,-3.2349609375
2025-05-13 04:46:00,24783.30078125,24797.599609375,24765.75,24765.75,0,62,17.8515625,24.3515625,0.2251953125
2025-05-13 04:47:00,24778.900390625,24786.5,24769.650390625,24783.849609375,0,63,-4.400390625,-22.251953125,-1.525
2025-05-13 04:48:00,24765.80078125,24780.099609375,24765.69921875,24779.25,0,64,-13.099609375,-8.69921875,-3.0
2025-05-13 04:49:00,24750.599609375,24768.44921875,24750.599609375,24765.400390625,0,65,-15.201171875,-2.1015625,-3.630078125
2025-05-13 04:50:00,24762.599609375,24766.75,24751.69921875,24751.69921875,0,66,12.0,27.201171875,3.219921875
2025-05-13 04:51:00,24742.69921875,24766.0,24741.150390625,24762.849609375,0,67,-19.900390625,-31.900390625,-0.780078125
2025-05-13 04:52:00,24745.849609375,24757.400390625,24737.849609375,24744.80078125,0,68,3.150390625,23.05078125,-3.1248046875
2025-05-13 04:53:00,24770.349609375,24771.69921875,24746.849609375,24746.849609375,0,69,24.5,21.349609375,3.9798828125
2025-05-13 04:54:00,24746.900390625,24772.44921875,24742.94921875,24769.19921875,0,70,-23.44921875,-47.94921875,-3.2998046875
2025-05-13 04:55:00,24743.05078125,24758.05078125,24743.05078125,24748.349609375,0,71,-3.849609375,19.599609375,0.2650390625
2025-05-13 04:56:00,24727.900390625,24743.05078125,24724.400390625,24742.80078125,0,72,-15.150390625,-11.30078125,-3.3001953125
2025-05-13 04:57:00,24713.80078125,24728.0,24710.94921875,24727.94921875,0,73,-14.099609375,1.05078125,-0.969921875
2025-05-13 04:58:00,24699.19921875,24714.849609375,24685.5,24714.849609375,0,74,-14.6015625,-0.501953125,-0.1501953125
2025-05-13 04:59:00,24660.55078125,24696.69921875,24660.55078125,24696.5,0,75,-38.6484375,-24.046875,-2.3447265625
2025-05-13 05:00:00,24673.55078125,24673.599609375,24653.75,24658.19921875,0,76,13.0,51.6484375,0.1
2025-05-13 05:01:00,24649.900390625,24673.30078125,24636.55078125,24673.30078125,0,77,-23.650390625,-36.650390625,-0.375
2025-05-13 05:02:00,24670.150390625,24670.25,24649.5,24650.5,0,78,20.25,43.900390625,1.7099609375
2025-05-13 05:03:00,24681.150390625,24687.05078125,24668.80078125,24669.80078125,0,79,11.0,-9.25,-1.35
2025-05-13 05:04:00,24665.55078125,24679.94921875,24657.599609375,24678.849609375,0,80,-15.599609375,-26.599609375,0.7849609375
2025-05-13 05:05:00,24676.44921875,24683.25,24658.55078125,24663.30078125,0,81,10.8984375,26.498046875,1.4748046875
2025-05-13 05:06:00,24670.599609375,24680.650390625,24661.900390625,24678.349609375,0,82,-5.849609375,-16.748046875,0.930078125
2025-05-13 05:07:00,24672.25,24675.44921875,24666.599609375,24670.44921875,0,83,1.650390625,7.5,1.575
2025-05-13 05:08:00,24660.599609375,24676.099609375,24659.349609375,24672.19921875,0,84,-11.650390625,-13.30078125,0.2951171875
2025-05-13 05:09:00,24695.30078125,24697.0,24660.19921875,24660.19921875,0,85,34.701171875,46.3515625,7.3349609375
2025-05-13 05:10:00,24699.80078125,24709.150390625,24692.69921875,24695.25,0,86,4.5,-30.201171875,-0.85
2025-05-13 05:11:00,24697.849609375,24707.150390625,24687.19921875,24700.650390625,0,87,-1.951171875,-6.451171875,2.169921875
2025-05-13 05:12:00,24702.650390625,24704.25,24689.80078125,24698.55078125,0,88,4.80078125,6.751953125,-1.544921875
2025-05-13 05:13:00,24687.349609375,24706.150390625,24687.349609375,24702.75,0,89,-15.30078125,-20.1015625,-2.630078125
2025-05-13 05:14:00,24700.30078125,24700.94921875,24680.150390625,24688.5,0,90,12.951171875,28.251953125,2.855078125
2025-05-13 05:15:00,24690.94921875,24707.44921875,24690.75,24700.80078125,0,91,-9.3515625,-22.302734375,-2.025
2025-05-13 05:16:00,24707.69921875,24710.0,24683.099609375,24687.650390625,0,92,16.75,26.1015625,2.2599609375
2025-05-13 05:17:00,24708.349609375,24711.349609375,24696.900390625,24707.099609375,0,93,0.650390625,-16.099609375,-0.1
2025-05-13 05:18:00,24700.849609375,24721.150390625,24700.19921875,24708.25,0,94,-7.5,-8.150390625,0.4150390625
2025-05-13 05:19:00,24707.5,24708.30078125,24700.0,24700.69921875,0,95,6.650390625,14.150390625,-2.805078125
2025-05-13 05:20:00,24742.30078125,24752.150390625,24709.099609375,24709.099609375,0,96,34.80078125,28.150390625,3.030078125
2025-05-13 05:21:00,24737.30078125,24759.19921875,24737.30078125,24743.05078125,0,97,-5.0,-39.80078125,-0.3048828125
2025-05-13 05:22:00,24743.0,24752.19921875,24731.05078125,24736.55078125,0,98,5.69921875,10.69921875,0.08984375
2025-05-13 05:23:00,24722.05078125,24744.05078125,24721.05078125,24741.55078125,0,99,-20.94921875,-26.6484375,-0.56484375
2025-05-13 05:24:00,24733.900390625,24734.05078125,24720.599609375,24722.55078125,0,100,11.849609375,32.798828125,-0.11015625
2025-05-13 05:25:00,24724.69921875,24742.5,24714.349609375,24733.0,0,101,-9.201171875,-21.05078125,0.0150390625
2025-05-13 05:26:00,24716.19921875,24726.900390625,24713.650390625,24725.30078125,0,102,-8.5,0.701171875,-2.525
2025-05-13 05:27:00,24725.599609375,24727.650390625,24713.400390625,24716.30078125,0,103,9.400390625,17.900390625,0.875
2025-05-13 05:28:00,24748.55078125,24750.5,24725.150390625,24725.150390625,0,104,22.951171875,13.55078125,3.0451171875
2025-05-13 05:29:00,24759.05078125,24761.650390625,24745.5,24748.849609375,0,105,10.5,-12.451171875,0.3849609375
2025-05-13 05:30:00,24750.75,24761.150390625,24742.05078125,24759.5,0,106,-8.30078125,-18.80078125,-4.31015625
2025-05-13 05:31:00,24776.25,24786.30078125,24747.69921875,24750.599609375,0,107,25.5,33.80078125,3.05
2025-05-13 05:32:00,24806.69921875,24806.69921875,24775.349609375,24775.349609375,0,108,30.44921875,4.94921875,2.475
2025-05-13 05:33:00,24814.30078125,24822.400390625,24798.849609375,24805.69921875,0,109,7.6015625,-22.84765625,2.855078125
