Strike Price,expiryDate,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue,date,Time
17000,26-Jun-2025,2643.3333333333335,2.0,0.0757193336698637,11,0.0,6000.0,435.0,7.816711590296496,1875,2850,75,5971.6,1725,6604.75,22828.55,2025-04-14,09-23-14
18000,26-Jun-2025,1373.3333333333333,-5.0,-0.36275695284159615,54,0.0,5042.0,417.85000000000036,9.03625531178704,4050,1950,75,5037.4,75,5102.35,22828.55,2025-04-14,09-23-14
18000,25-Sep-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,0,1800,4078.25,0,0.0,22828.55,2025-04-14,09-23-14
18000,24-Dec-2025,134.0,6.0,4.6875,8,0.0,5500.0,200.0,3.7735849056603774,450,75,75,5500.0,75,5600.0,22828.55,2025-04-14,09-23-14
19000,26-Jun-2025,2847.0,22.0,0.7787610619469026,90,0.0,4121.0,434.25,11.778666847494405,5025,2700,75,4107.1,75,4166.25,22828.55,2025-04-14,09-23-14
19000,25-Sep-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,22828.55,2025-04-14,09-23-14
19000,24-Dec-2025,93.66666666666667,1.0,1.079136690647482,1,0.0,4600.0,407.35000000000036,9.715812195151049,525,75,75,4575.0,75,4800.0,22828.55,2025-04-14,09-23-14
19500,24-Dec-2025,15.333333333333334,0.0,0.0,0,0.0,4000.0,0.0,0.0,75,0,75,3900.0,0,0.0,22828.55,2025-04-14,09-23-14
20000,26-Jun-2025,5986.0,107.0,1.8200374213301582,321,0.0,3174.0,369.75,13.185343674779354,5250,2625,75,3180.5,75,3216.35,22828.55,2025-04-14,09-23-14
20000,25-Sep-2025,4.0,0.0,0.0,0,0.0,3501.35,0.0,0.0,75,0,75,2121.0,0,0.0,22828.55,2025-04-14,09-23-14
20000,24-Dec-2025,857.3333333333334,29.0,3.5010060362173037,78,0.0,3786.35,316.3499999999999,9.116714697406337,75,300,75,3791.3,75,3864.9,22828.55,2025-04-14,09-23-14
20000,31-Dec-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,22828.55,2025-04-14,09-23-14
20350,24-Apr-2025,458.0,-23.0,-4.781704781704781,24,0.0,2498.45,346.5499999999997,16.104372879780644,6450,2850,225,2583.3,225,2659.9,22828.55,2025-04-14,09-23-14
20350,29-May-2025,9.0,1.0,12.5,1,15.75,2749.7,218.89999999999964,8.649438912596793,5625,3450,150,2714.05,1725,2911.8,22828.55,2025-04-14,09-23-14
20400,17-Apr-2025,5.0,0.0,0.0,0,0.0,2055.0,0.0,0.0,3600,3600,150,2263.25,150,2776.6,22828.55,2025-04-14,09-23-14
20400,24-Apr-2025,285.0,-15.0,-5.0,21,36.69,2530.0,411.3499999999999,19.415665636136215,7125,3225,975,2532.95,675,2580.7,22828.55,2025-04-14,09-23-14
20400,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,2169.05,1725,2769.75,22828.55,2025-04-14,09-23-14
20400,29-May-2025,14.0,-2.0,-12.5,3,25.06,2769.3,454.0500000000002,19.611273080660844,5325,3525,75,2692.05,75,2804.7,22828.55,2025-04-14,09-23-14
20400,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,1725,1800,2059.8,1725,3019.1,22828.55,2025-04-14,09-23-14
20450,17-Apr-2025,2.0,0.0,0.0,0,0.0,2203.95,0.75,0.03404139433551198,4350,4350,150,2386.0,150,2510.5,22828.55,2025-04-14,09-23-14
20450,24-Apr-2025,318.0,-3.0,-0.9345794392523364,9,0.0,2400.85,326.25,15.725923069507374,5850,4875,75,2497.5,75,2592.55,22828.55,2025-04-14,09-23-14
20450,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,2116.1,1725,2717.9,22828.55,2025-04-14,09-23-14
20450,29-May-2025,12.0,1.0,9.090909090909092,1,17.88,2661.1,369.2999999999997,16.113971550746125,5475,3675,225,2564.8,225,2772.55,22828.55,2025-04-14,09-23-14
20450,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,1725,1800,2015.8,1725,3313.7,22828.55,2025-04-14,09-23-14
20500,17-Apr-2025,10.0,6.0,150.0,37,0.0,2350.0,388.8499999999999,19.827652142875348,5100,5100,75,2383.05,150,2435.4,22828.55,2025-04-14,09-23-14
20500,24-Apr-2025,10208.0,-828.0,-7.502718376223269,2363,40.48,2454.95,450.1999999999998,22.456665419628376,9750,7650,75,2456.9,75,2473.35,22828.55,2025-04-14,09-23-14
20500,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,2036.5,1725,2644.25,22828.55,2025-04-14,09-23-14
20500,29-May-2025,275.0,53.0,23.873873873873872,65,17.23,2610.0,369.8499999999999,16.510055130236807,6375,3525,450,2591.4,75,2664.85,22828.55,2025-04-14,09-23-14
20500,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,1725,1800,2092.55,1725,2921.5,22828.55,2025-04-14,09-23-14
20550,17-Apr-2025,4.0,0.0,0.0,0,0.0,1913.05,0.0,0.0,4350,4350,150,2287.55,150,2408.1,22828.55,2025-04-14,09-23-14
20550,24-Apr-2025,14.0,0.0,0.0,2,0.0,2306.35,350.0,17.890459273647355,5250,3450,1725,2116.4,1725,2481.65,22828.55,2025-04-14,09-23-14
20550,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,2025.2,1725,2623.15,22828.55,2025-04-14,09-23-14
20550,29-May-2025,12.0,1.0,9.090909090909092,1,18.95,2572.65,369.0,16.744945885235857,5475,3675,225,2430.95,225,2674.55,22828.55,2025-04-14,09-23-14
20550,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,1725,1800,1927.05,1725,3216.5,22828.55,2025-04-14,09-23-14
20600,17-Apr-2025,5.0,0.0,0.0,0,0.0,1862.9,0.0,0.0,4350,4350,150,2238.1,150,2361.85,22828.55,2025-04-14,09-23-14
20600,24-Apr-2025,174.0,0.0,0.0,0,0.0,2035.35,0.0,0.0,5325,1800,75,2334.3,75,2400.15,22828.55,2025-04-14,09-23-14
20600,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,1963.95,1725,2553.65,22828.55,2025-04-14,09-23-14
20600,29-May-2025,13.0,1.0,8.333333333333334,1,18.89,2525.2,365.0499999999997,16.899289401198978,5475,1875,225,2456.75,150,2616.0,22828.55,2025-04-14,09-23-14
20600,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,1725,1800,1883.8,1725,3168.0,22828.55,2025-04-14,09-23-14
20650,17-Apr-2025,45.0,0.0,0.0,0,0.0,1815.5,0.0,0.0,4350,4350,150,2189.05,150,2310.45,22828.55,2025-04-14,09-23-14
20650,24-Apr-2025,11.0,0.0,0.0,2,0.0,2209.55,340.60000000000014,18.224136547259164,4875,5250,1425,2027.0,1725,2397.55,22828.55,2025-04-14,09-23-14
20650,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,1920.7,1725,2504.45,22828.55,2025-04-14,09-23-14
20650,29-May-2025,16.0,1.0,6.666666666666667,1,18.52,2475.55,357.1500000000001,16.859422205438072,5475,3675,225,2376.3,225,2576.95,22828.55,2025-04-14,09-23-14
20650,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,1725,1800,1839.8,1725,3119.5,22828.55,2025-04-14,09-23-14
20700,17-Apr-2025,8.0,0.0,0.0,0,0.0,1752.25,0.0,0.0,3600,3600,150,1978.55,150,2392.25,22828.55,2025-04-14,09-23-14
20700,24-Apr-2025,10.0,-3.0,-23.076923076923077,5,0.0,2188.0,365.75,20.071340375908903,5775,6075,225,2242.65,150,2287.3,22828.55,2025-04-14,09-23-14
20700,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,1874.4,1725,2448.5,22828.55,2025-04-14,09-23-14
20700,29-May-2025,17.0,2.0,13.333333333333334,4,23.39,2480.7,406.7999999999997,19.61521770577172,5475,3675,225,2374.35,225,2514.15,22828.55,2025-04-14,09-23-14
20700,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1725,0,0.0,1725,3071.3,22828.55,2025-04-14,09-23-14
20750,17-Apr-2025,8.0,0.0,0.0,0,0.0,1718.65,0.10000000000013642,0.00581885892177338,4350,4350,150,2090.25,150,2273.65,22828.55,2025-04-14,09-23-14
20750,24-Apr-2025,11.0,-2.0,-15.384615384615385,6,27.93,2165.7,391.6999999999998,22.080045095828627,4800,3450,1350,1896.0,1725,2357.85,22828.55,2025-04-14,09-23-14
20750,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,1880.45,1725,2402.4,22828.55,2025-04-14,09-23-14
20750,15-May-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,22828.55,2025-04-14,09-23-14
20750,29-May-2025,11.0,1.0,10.0,1,19.39,2389.85,355.79999999999995,17.492195373761703,5475,3675,225,2284.5,225,2492.5,22828.55,2025-04-14,09-23-14
20750,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,1725,1800,1751.05,1725,3023.0,22828.55,2025-04-14,09-23-14
20800,17-Apr-2025,6.0,1.0,20.0,5,0.0,2047.85,372.8499999999999,22.25970149253731,4800,4800,75,2091.0,450,2126.7,22828.55,2025-04-14,09-23-14
20800,24-Apr-2025,205.0,-7.0,-3.30188679245283,32,33.96,2142.65,432.60000000000014,25.297505920879516,6000,5775,150,2148.7,150,2184.3,22828.55,2025-04-14,09-23-14
20800,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,1836.05,1725,2344.85,22828.55,2025-04-14,09-23-14
20800,15-May-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,22828.55,2025-04-14,09-23-14
20800,29-May-2025,16.0,1.0,6.666666666666667,1,19.15,2341.45,351.5999999999999,17.66967359348694,5475,3525,225,2264.45,75,2420.8,22828.55,2025-04-14,09-23-14
20800,26-Jun-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1800,1725,1800,1707.2,1725,2847.25,22828.55,2025-04-14,09-23-14
20850,17-Apr-2025,8.0,0.0,0.0,0,0.0,1607.45,0.0,0.0,4350,4350,150,1990.2,150,2117.55,22828.55,2025-04-14,09-23-14
20850,24-Apr-2025,14.0,0.0,0.0,1,0.0,2013.4,335.25,19.977356017042574,4725,5475,1050,1832.3,225,2160.7,22828.55,2025-04-14,09-23-14
20850,30-Apr-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3450,3450,1725,1762.8,1725,2304.35,22828.55,2025-04-14,09-23-14
