Datetime,Close,High,Low,Open,Volume,Sequence,Velocity,Acceleration,Acceleration_MA
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,
2025-03-17 03:47:00,22480.05078125,22485.69921875,22469.19921875,22480.0,0,3,,,
2025-03-17 03:48:00,22492.099609375,22492.900390625,22476.25,22481.099609375,0,4,12.048828125,,
2025-03-17 03:49:00,22502.650390625,22502.75,22490.400390625,22490.900390625,0,5,10.55078125,-1.498046875,-1.498046875
2025-03-17 03:50:00,22510.5,22511.900390625,22502.94921875,22504.19921875,0,6,7.849609375,-2.701171875,-2.099609375
2025-03-17 03:51:00,22509.349609375,22512.25,22499.55078125,22509.75,0,7,-1.150390625,-9.0,-4.399739583333333
2025-03-17 03:52:00,22508.19921875,22510.94921875,22505.150390625,22509.650390625,0,8,-1.150390625,0.0,-3.2998046875
2025-03-17 03:53:00,22515.599609375,22519.0,22508.75,22508.75,0,9,7.400390625,8.55078125,-0.9296875
2025-03-17 03:54:00,22515.69921875,22516.80078125,22510.19921875,22515.5,0,10,0.099609375,-7.30078125,-1.9915364583333333
2025-03-17 03:55:00,22533.900390625,22534.400390625,22514.94921875,22514.94921875,0,11,18.201171875,18.1015625,0.87890625
2025-03-17 03:56:00,22532.5,22535.80078125,22528.599609375,22532.69921875,0,12,-1.400390625,-19.6015625,-1.68115234375
2025-03-17 03:57:00,22543.349609375,22543.849609375,22531.0,22534.30078125,0,13,10.849609375,12.25,-0.1332465277777778
2025-03-17 03:58:00,22547.5,22549.150390625,22543.19921875,22545.44921875,0,14,4.150390625,-6.69921875,-0.78984375
2025-03-17 03:59:00,22538.94921875,22548.0,22538.150390625,22547.150390625,0,15,-8.55078125,-12.701171875,-1.91015625
2025-03-17 04:00:00,22545.19921875,22552.5,22539.099609375,22539.099609375,0,16,6.25,14.80078125,-0.1599609375
2025-03-17 04:01:00,22552.94921875,22553.349609375,22544.150390625,22545.30078125,0,17,7.75,1.5,0.8900390625
2025-03-17 04:02:00,22563.25,22565.05078125,22550.75,22553.900390625,0,18,10.30078125,2.55078125,1.1451171875
2025-03-17 04:03:00,22575.5,22575.5,22562.849609375,22562.849609375,0,19,12.25,1.94921875,0.4849609375
2025-03-17 04:04:00,22566.099609375,22576.75,22565.400390625,22575.099609375,0,20,-9.400390625,-21.650390625,-0.95
2025-03-17 04:05:00,22553.900390625,22567.69921875,22553.5,22565.650390625,0,21,-12.19921875,-2.798828125,-3.0400390625
2025-03-17 04:06:00,22547.599609375,22556.349609375,22546.05078125,22555.150390625,0,22,-6.30078125,5.8984375,-0.4900390625
2025-03-17 04:07:00,22549.25,22550.19921875,22542.94921875,22547.0,0,23,1.650390625,7.951171875,-0.919921875
2025-03-17 04:08:00,22542.30078125,22554.75,22542.30078125,22548.849609375,0,24,-6.94921875,-8.599609375,-1.1099609375
2025-03-17 04:09:00,22554.849609375,22556.80078125,22540.599609375,22542.349609375,0,25,12.548828125,19.498046875,2.1099609375
