Strike Price,expiryDate,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue,date,Time
12000,25-Jun-2026,6.333333333333333,0.0,0.0,0,0.0,20.05,0.0,0.0,2025,0,1500,2.05,0,0.0,23851.65,2025-04-18,09-18-02
12000,31-Dec-2026,14.666666666666666,0.0,0.0,0,0.0,20.05,0.0,0.0,150,0,150,2.0,0,0.0,23851.65,2025-04-18,09-18-02
13000,24-Dec-2025,59.0,0.0,0.0,0,0.0,19.55,0.0,0.0,3900,75,225,11.55,75,20.05,23851.65,2025-04-18,09-18-02
13000,25-Jun-2026,2.6666666666666665,0.0,0.0,0,0.0,21.6,0.0,0.0,300,0,300,0.1,0,0.0,23851.65,2025-04-18,09-18-02
13000,31-Dec-2026,27.0,0.0,0.0,0,0.0,20.05,0.0,0.0,975,0,300,4.0,0,0.0,23851.65,2025-04-18,09-18-02
14000,26-Jun-2025,558.6666666666666,2.0,0.3592814371257485,118,50.26,7.75,0.75,10.714285714285714,105750,11550,75,7.3,1500,7.75,23851.65,2025-04-18,09-18-02
14000,25-Jun-2026,14.333333333333334,0.0,0.0,0,0.0,20.05,0.0,0.0,600,0,150,20.05,0,0.0,23851.65,2025-04-18,09-18-02
14000,31-Dec-2026,20.666666666666668,0.0,0.0,0,0.0,20.2,0.0,0.0,1050,0,600,22.4,0,0.0,23851.65,2025-04-18,09-18-02
15000,26-Jun-2025,345.3333333333333,-15.0,-4.162812210915819,39,45.14,8.8,-0.09999999999999964,-1.1235955056179736,49275,6300,75,8.35,75,8.9,23851.65,2025-04-18,09-18-02
15000,24-Dec-2025,38.333333333333336,0.0,0.0,0,0.0,20.45,0.0,0.0,5700,0,75,16.15,0,0.0,23851.65,2025-04-18,09-18-02
15000,25-Jun-2026,13.333333333333334,0.0,0.0,0,0.0,20.2,0.0,0.0,600,0,150,22.15,0,0.0,23851.65,2025-04-18,09-18-02
15000,31-Dec-2026,18.666666666666668,0.0,0.0,0,0.0,25.05,0.0,0.0,1125,0,975,27.4,0,0.0,23851.65,2025-04-18,09-18-02
15000,30-Dec-2027,6.333333333333333,0.0,0.0,0,0.0,43.05,0.0,0.0,825,0,750,15.05,0,0.0,23851.65,2025-04-18,09-18-02
16000,26-Jun-2025,744.0,-53.0,-6.6499372647427855,345,40.2,9.9,-0.1999999999999993,-1.9801980198019733,75375,5700,150,9.35,300,9.95,23851.65,2025-04-18,09-18-02
16000,24-Dec-2025,32.333333333333336,0.0,0.0,0,0.0,21.0,0.0,0.0,2025,0,225,20.6,0,0.0,23851.65,2025-04-18,09-18-02
16000,25-Jun-2026,20.333333333333332,0.0,0.0,0,0.0,21.0,0.0,0.0,1125,0,900,27.4,0,0.0,23851.65,2025-04-18,09-18-02
16000,31-Dec-2026,32.333333333333336,0.0,0.0,0,0.0,23.3,0.0,0.0,1200,0,825,38.25,0,0.0,23851.65,2025-04-18,09-18-02
16500,24-Dec-2025,36.666666666666664,0.0,0.0,0,0.0,20.3,0.0,0.0,3900,0,1800,21.9,0,0.0,23851.65,2025-04-18,09-18-02
17000,26-Jun-2025,2619.0,-116.0,-4.2413162705667276,783,36.06,12.7,-0.40000000000000036,-3.0534351145038197,107025,4350,675,12.55,75,13.0,23851.65,2025-04-18,09-18-02
17000,25-Sep-2025,6.0,0.0,0.0,0,0.0,18.0,0.0,0.0,14925,0,225,18.15,0,0.0,23851.65,2025-04-18,09-18-02
17000,24-Dec-2025,335.0,-6.0,-1.7595307917888563,183,25.87,46.0,-2.6000000000000014,-5.34979423868313,3975,750,75,43.0,450,46.0,23851.65,2025-04-18,09-18-02
17000,26-Mar-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,150,0,150,0.1,0,0.0,23851.65,2025-04-18,09-18-02
17000,25-Jun-2026,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2400,0,1500,40.0,0,0.0,23851.65,2025-04-18,09-18-02
17000,31-Dec-2026,38.0,0.0,0.0,0,0.0,97.05,0.0,0.0,900,0,825,60.05,0,0.0,23851.65,2025-04-18,09-18-02
17000,24-Jun-2027,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,825,0,750,35.05,0,0.0,23851.65,2025-04-18,09-18-02
17000,30-Dec-2027,189.33333333333334,0.0,0.0,0,0.0,110.0,0.0,0.0,2625,0,750,70.05,0,0.0,23851.65,2025-04-18,09-18-02
17000,29-Jun-2028,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,150,0,75,55.05,0,0.0,23851.65,2025-04-18,09-18-02
17000,28-Dec-2028,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,75,60.05,0,0.0,23851.65,2025-04-18,09-18-02
17000,28-Jun-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,150,0,75,75.05,0,0.0,23851.65,2025-04-18,09-18-02
17000,27-Dec-2029,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,0,75,65.05,0,0.0,23851.65,2025-04-18,09-18-02
18000,26-Jun-2025,6959.0,-374.0,-5.100231828719488,2443,32.28,17.4,-0.9500000000000028,-5.177111716621269,92325,7350,450,17.35,75,17.8,23851.65,2025-04-18,09-18-02
18000,25-Sep-2025,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54675,0,3600,23.8,0,0.0,23851.65,2025-04-18,09-18-02
18000,24-Dec-2025,1319.0,-51.666666666666664,-3.769455252918288,506,24.57,71.0,-3.6500000000000057,-4.889484259879445,13275,21375,75,70.0,75,71.0,23851.65,2025-04-18,09-18-02
