Datetime,Close,High,Low,Open,Volume,Sequence,Velocity,Acceleration,Acceleration_MA
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,
2025-05-07 03:47:00,24372.0,24374.349609375,24348.349609375,24352.44921875,0,3,,,
2025-05-07 03:48:00,24378.55078125,24380.900390625,24369.650390625,24373.349609375,0,4,6.55078125,,
2025-05-07 03:49:00,24365.900390625,24386.650390625,24365.05078125,24377.5,0,5,-12.650390625,-19.201171875,-19.201171875
2025-05-07 03:50:00,24379.25,24379.25,24359.849609375,24366.25,0,6,13.349609375,26.0,3.3994140625
2025-05-07 03:51:00,24355.30078125,24381.349609375,24350.599609375,24378.30078125,0,7,-23.94921875,-37.298828125,-10.166666666666666
2025-05-07 03:52:00,24369.30078125,24375.150390625,24349.650390625,24354.900390625,0,8,14.0,37.94921875,1.8623046875
2025-05-07 03:53:00,24355.75,24373.30078125,24354.349609375,24369.25,0,9,-13.55078125,-27.55078125,-4.0203125
2025-05-07 03:54:00,24359.94921875,24364.900390625,24349.19921875,24355.75,0,10,4.19921875,17.75,-0.3919270833333333
2025-05-07 03:55:00,24385.80078125,24385.80078125,24360.05078125,24360.44921875,0,11,25.8515625,21.65234375,2.7572544642857144
2025-05-07 03:56:00,24402.55078125,24403.75,24386.849609375,24387.55078125,0,12,16.75,-9.1015625,1.27490234375
2025-05-07 03:57:00,24414.400390625,24415.5,24400.75,24400.75,0,13,11.849609375,-4.900390625,0.5887586805555556
2025-05-07 03:58:00,24424.94921875,24430.0,24413.80078125,24413.80078125,0,14,10.548828125,-1.30078125,0.3998046875
2025-05-07 03:59:00,24427.19921875,24436.099609375,24424.69921875,24426.099609375,0,15,2.25,-8.298828125,1.4900390625
2025-05-07 04:00:00,24428.650390625,24443.69921875,24428.5,24428.5,0,16,1.451171875,-0.798828125,-1.18984375
2025-05-07 04:01:00,24426.05078125,24433.25,24413.099609375,24429.599609375,0,17,-2.599609375,-4.05078125,2.1349609375
2025-05-07 04:02:00,24422.349609375,24426.0,24416.599609375,24426.0,0,18,-3.701171875,-1.1015625,-1.7701171875
2025-05-07 04:03:00,24434.69921875,24436.0,24420.44921875,24422.150390625,0,19,12.349609375,16.05078125,2.5900390625
2025-05-07 04:04:00,24447.400390625,24448.400390625,24434.75,24435.25,0,20,12.701171875,0.3515625,0.8501953125
2025-05-07 04:05:00,24448.44921875,24449.349609375,24438.80078125,24446.44921875,0,21,1.048828125,-11.65234375,-2.4802734375
2025-05-07 04:06:00,24440.900390625,24448.44921875,24439.55078125,24447.94921875,0,22,-7.548828125,-8.59765625,-2.4298828125
2025-05-07 04:07:00,24431.900390625,24442.25,24427.650390625,24440.80078125,0,23,-9.0,-1.451171875,-2.0849609375
2025-05-07 04:08:00,24418.099609375,24434.44921875,24417.69921875,24431.55078125,0,24,-13.80078125,-4.80078125,-2.4349609375
2025-05-07 04:09:00,24403.650390625,24420.75,24396.0,24418.849609375,0,25,-14.44921875,-0.6484375,-1.669921875
2025-05-07 04:10:00,24404.349609375,24414.55078125,24398.05078125,24403.349609375,0,26,0.69921875,15.1484375,-0.0751953125
2025-05-07 04:11:00,24409.849609375,24410.94921875,24400.349609375,24404.599609375,0,27,5.5,4.80078125,0.8099609375
2025-05-07 04:12:00,24397.400390625,24419.0,24391.30078125,24411.150390625,0,28,-12.44921875,-17.94921875,-0.8748046875
2025-05-07 04:13:00,24401.55078125,24405.599609375,24394.25,24396.150390625,0,29,4.150390625,16.599609375,-0.819921875
2025-05-07 04:14:00,24402.849609375,24407.94921875,24399.05078125,24401.25,0,30,1.298828125,-2.8515625,-1.140234375
2025-05-07 04:15:00,24383.150390625,24404.55078125,24381.349609375,24402.099609375,0,31,-19.69921875,-20.998046875,-2.0748046875
2025-05-07 04:16:00,24368.5,24386.150390625,24368.5,24385.349609375,0,32,-14.650390625,5.048828125,-0.71015625
2025-05-07 04:17:00,24348.5,24370.0,24346.25,24369.0,0,33,-20.0,-5.349609375,-1.1
2025-05-07 04:18:00,24340.55078125,24352.44921875,24337.0,24348.55078125,0,34,-7.94921875,12.05078125,0.58515625
