Datetime,Close,High,Low,Open,Volume,Sequence,Velocity,Acceleration,Acceleration_MA
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,
2025-04-09 03:47:00,22448.80078125,22455.349609375,22393.94921875,22393.94921875,0,3,,,
2025-04-09 03:48:00,22436.69921875,22456.150390625,22432.150390625,22450.30078125,0,4,-12.1015625,,
2025-04-09 03:49:00,22410.55078125,22442.849609375,22407.099609375,22434.25,0,5,-26.1484375,-14.046875,-14.046875
2025-04-09 03:50:00,22439.80078125,22441.0,22399.349609375,22412.349609375,0,6,29.25,55.3984375,20.67578125
2025-04-09 03:51:00,22425.900390625,22458.900390625,22414.69921875,22440.349609375,0,7,-13.900390625,-43.150390625,-0.599609375
2025-04-09 03:52:00,22438.75,22441.349609375,22424.150390625,22426.44921875,0,8,12.849609375,26.75,6.23779296875
2025-04-09 03:53:00,22431.5,22443.150390625,22427.849609375,22439.849609375,0,9,-7.25,-20.099609375,0.9703125
2025-04-09 03:54:00,22428.69921875,22435.400390625,22422.900390625,22431.69921875,0,10,-2.80078125,4.44921875,1.5501302083333333
2025-04-09 03:55:00,22430.400390625,22440.55078125,22420.44921875,22429.400390625,0,11,1.701171875,4.501953125,1.9718191964285714
2025-04-09 03:56:00,22404.30078125,22429.44921875,22391.75,22428.849609375,0,12,-26.099609375,-27.80078125,-1.749755859375
2025-04-09 03:57:00,22383.599609375,22406.94921875,22378.80078125,22403.55078125,0,13,-20.701171875,5.3984375,-0.9555121527777778
2025-04-09 03:58:00,22381.80078125,22390.650390625,22368.69921875,22384.19921875,0,14,-1.798828125,18.90234375,1.0302734375
2025-04-09 03:59:00,22385.099609375,22390.44921875,22379.69921875,22382.599609375,0,15,3.298828125,5.09765625,2.9447265625
2025-04-09 04:00:00,22365.19921875,22382.900390625,22362.099609375,22382.900390625,0,16,-19.900390625,-23.19921875,-4.9150390625
2025-04-09 04:01:00,22388.44921875,22399.19921875,22363.900390625,22365.80078125,0,17,23.25,43.150390625,3.7150390625
2025-04-09 04:02:00,22395.80078125,22412.349609375,22388.55078125,22388.55078125,0,18,7.3515625,-15.8984375,-0.5498046875
2025-04-09 04:03:00,22401.5,22404.30078125,22388.25,22394.44921875,0,19,5.69921875,-1.65234375,1.294921875
2025-04-09 04:04:00,22410.69921875,22412.849609375,22401.94921875,22406.0,0,20,9.19921875,3.5,1.2
2025-04-09 04:05:00,22414.55078125,22420.150390625,22387.900390625,22411.400390625,0,21,3.8515625,-5.34765625,0.2150390625
2025-04-09 04:06:00,22396.0,22415.400390625,22392.5,22414.5,0,22,-18.55078125,-22.40234375,0.7548828125
2025-04-09 04:07:00,22379.80078125,22394.150390625,22379.19921875,22393.599609375,0,23,-16.19921875,2.3515625,0.4501953125
2025-04-09 04:08:00,22385.099609375,22386.650390625,22371.05078125,22379.25,0,24,5.298828125,21.498046875,0.709765625
2025-04-09 04:09:00,22391.349609375,22399.69921875,22380.19921875,22384.05078125,0,25,6.25,0.951171875,0.2951171875
2025-04-09 04:10:00,22388.44921875,22394.0,22373.849609375,22390.30078125,0,26,-2.900390625,-9.150390625,1.7
2025-04-09 04:11:00,22413.150390625,22419.349609375,22391.650390625,22391.650390625,0,27,24.701171875,27.6015625,0.1451171875
2025-04-09 04:12:00,22432.150390625,22432.150390625,22412.150390625,22413.80078125,0,28,19.0,-5.701171875,1.16484375
2025-04-09 04:13:00,22449.44921875,22450.19921875,22432.25,22432.25,0,29,17.298828125,-1.701171875,1.1599609375
2025-04-09 04:14:00,22467.849609375,22467.849609375,22448.900390625,22453.150390625,0,30,18.400390625,1.1015625,0.9201171875
2025-04-09 04:15:00,22452.849609375,22468.30078125,22446.75,22468.30078125,0,31,-15.0,-33.400390625,-1.88515625
2025-04-09 04:16:00,22441.30078125,22466.75,22441.05078125,22454.0,0,32,-11.548828125,3.451171875,0.7001953125
2025-04-09 04:17:00,22430.849609375,22444.5,22430.0,22441.94921875,0,33,-10.451171875,1.09765625,0.5748046875
2025-04-09 04:18:00,22429.19921875,22442.099609375,22426.650390625,22428.400390625,0,34,-1.650390625,8.80078125,-0.694921875
2025-04-09 04:19:00,22394.05078125,22429.55078125,22391.94921875,22429.30078125,0,35,-35.1484375,-33.498046875,-4.13984375
2025-04-09 04:20:00,22399.5,22403.55078125,22391.349609375,22393.099609375,0,36,5.44921875,40.59765625,0.8349609375
2025-04-09 04:21:00,22395.099609375,22408.5,22393.5,22399.150390625,0,37,-4.400390625,-9.849609375,-2.91015625
2025-04-09 04:22:00,22417.599609375,22417.599609375,22396.5,22396.5,0,38,22.5,26.900390625,0.35
2025-04-09 04:23:00,22433.349609375,22434.19921875,22412.30078125,22419.0,0,39,15.75,-6.75,-0.1548828125
2025-04-09 04:24:00,22416.05078125,22439.69921875,22416.05078125,22433.150390625,0,40,-17.298828125,-33.048828125,-3.569921875
2025-04-09 04:25:00,22416.150390625,22424.80078125,22406.69921875,22416.400390625,0,41,0.099609375,17.3984375,1.5099609375
2025-04-09 04:26:00,22382.150390625,22418.05078125,22382.150390625,22418.05078125,0,42,-34.0,-34.099609375,-2.2451171875
2025-04-09 04:27:00,22387.55078125,22396.900390625,22381.75,22381.75,0,43,5.400390625,39.400390625,1.58515625
2025-04-09 04:28:00,22387.099609375,22394.599609375,22385.75,22389.150390625,0,44,-0.451171875,-5.8515625,0.119921875
2025-04-09 04:29:00,22387.849609375,22392.44921875,22383.05078125,22384.05078125,0,45,0.75,1.201171875,3.58984375
2025-04-09 04:30:00,22386.69921875,22399.650390625,22386.099609375,22387.150390625,0,46,-1.150390625,-1.900390625,-0.6599609375
2025-04-09 04:31:00,22391.05078125,22398.19921875,22381.30078125,22386.099609375,0,47,4.3515625,5.501953125,0.8751953125
2025-04-09 04:32:00,22396.55078125,22403.650390625,22390.849609375,22390.94921875,0,48,5.5,1.1484375,-1.7
